"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"AKT","2018","MOTOCICLETA","9","12/2024","CON HERIDOS","BOYACA","MONIQUIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2011","AUTOMOVIL","15","12/2024","CON HERIDOS","BOYACA","MONIQUIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2020","AUTOMOVIL","6","12/2024","CON HERIDOS","BOYACA","MONIQUIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BENELLI","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","BOYACA","MONIQUIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2022","MOTOCICLETA","5","12/2024","CON HERIDOS","BOYACA","MONIQUIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","1999","TRACTOCAMION","28","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","1995","CAMION","31","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2008","AUTOMOVIL","18","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","MAGDALENA","SANTA MARTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","VALLE DEL CAUCA","ANDALUCIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","6","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"BAJAJ","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"AKT","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"YAMAHA","2006","MOTOCICLETA","19","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"AKT","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"BAJAJ","2018","MOTOCICLETA","9","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"YAMAHA","2016","MOTOCICLETA","11","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2021","AUTOMOVIL","5","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2025","MOTOCARRO","1","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2020","CAMPERO","6","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2022","MOTOCICLETA","5","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","CORDOBA","MONTERIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2016","MOTOCICLETA","11","12/2024","CON HERIDOS","ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA","SAN ANDRES","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2020","AUTOMOVIL","6","12/2024","CON MUERTOS","CALDAS","NEIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2024","CAMPERO","2","12/2024","CON HERIDOS","CALDAS","CHINCHINA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","CALDAS","CHINCHINA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","CORDOBA","CERETE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","CORDOBA","CERETE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2023","MICROBUS","3","12/2024","CON MUERTOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2018","MOTOCICLETA","8","12/2024","CON MUERTOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2013","MOTOCICLETA","13","12/2024","CON MUERTOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2025","MOTOCICLETA","2","12/2024","CON MUERTOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","CASANARE","AGUAZUL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","VALLE DEL CAUCA","ZARZAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","1995","MOTOCICLETA","31","12/2024","CON HERIDOS","VALLE DEL CAUCA","ZARZAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2012","TRACTOCAMION","14","12/2024","CON MUERTOS","VALLE DEL CAUCA","ZARZAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2023","AUTOMOVIL","4","12/2024","CON HERIDOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","CASANARE","YOPAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCARRO","3","12/2024","CON HERIDOS","RISARALDA","LA VIRGINIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2007","MOTOCICLETA","19","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2018","MOTOCARRO","8","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2013","MOTOCICLETA","13","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","12","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON MUERTOS","ATLANTICO","BARRANQUILLA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2016","AUTOMOVIL","11","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2020","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2025","CAMIONETA","1","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2018","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2018","AUTOMOVIL","9","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2010","MOTOCICLETA","16","12/2024","CON HERIDOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2015","MOTOCICLETA","11","12/2024","CON MUERTOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2022","MOTOCICLETA","4","12/2024","CON MUERTOS","ANTIOQUIA","MEDELLIN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2016","MOTOCICLETA","11","12/2024","CON HERIDOS","CALDAS","ANSERMA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","BOYACA","SANTA ROSA DE VITERBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2012","AUTOMOVIL","14","12/2024","CON HERIDOS","BOYACA","SANTA ROSA DE VITERBO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2016","MOTOCICLETA","10","12/2024","CON MUERTOS","CORDOBA","PLANETA RICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2024","TRACTOCAMION","1","12/2024","CON HERIDOS","CUNDINAMARCA","SOACHA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","CUNDINAMARCA","SOACHA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","CALDAS","VILLAMARIA","UNIDAD TTO CALDAS/VILLAMARIA"
"BAJAJ","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","CALDAS","VILLAMARIA","UNIDAD TTO CALDAS/VILLAMARIA"
"AKT","2020","MOTOCICLETA","6","12/2024","CON MUERTOS","CALDAS","VILLAMARIA","UNIDAD TTO CALDAS/VILLAMARIA"
"AKT","2019","MOTOCICLETA","8","12/2024","CON HERIDOS","NORTE DE SANTANDER","OCAÑA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"FREIGHTLINER","2008","TRACTOCAMION","18","12/2024","CON MUERTOS","NORTE DE SANTANDER","OCAÑA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2006","MOTOCICLETA","20","12/2024","CON MUERTOS","NORTE DE SANTANDER","OCAÑA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","VALLE DEL CAUCA","PRADERA","STRIA TTOyTTE MCPAL PRADERA"
"RENAULT","2023","AUTOMOVIL","3","12/2024","CON HERIDOS","VALLE DEL CAUCA","PRADERA","STRIA TTOyTTE MCPAL PRADERA"
"AKT","2015","MOTOCICLETA","12","12/2024","CON HERIDOS","TOLIMA","LIBANO","STRIA TTOyTTE MCPAL LIBANO"
"AKT","2015","MOTOCICLETA","11","12/2024","CON HERIDOS","TOLIMA","LIBANO","STRIA TTOyTTE MCPAL LIBANO"
"AKT","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","TOLIMA","LIBANO","STRIA TTOyTTE MCPAL LIBANO"
"YAMAHA","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","SANTANDER","MALAGA","STRIA TTOyTTE MCPAL MALAGA"
"RENAULT","2013","AUTOMOVIL","13","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2015","VOLQUETA","8","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2024","CAMPERO","3","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2018","AUTOMOVIL","9","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BENELLI","2022","MOTOCICLETA","4","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2013","CAMIONETA","13","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2009","MOTOCICLETA","17","12/2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","9","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2011","MOTOCICLETA","15","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2019","AUTOMOVIL","8","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BENELLI","2021","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2022","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","GUARNE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","QUINDIO","QUIMBAYA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"DFSK","2016","CAMIONETA","11","12/2024","CON HERIDOS","QUINDIO","QUIMBAYA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2024","AUTOMOVIL","2","12/2024","CON MUERTOS","CORDOBA","SAN PELAYO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"SIGMA","2013","MOTOCICLETA","13","12/2024","CON MUERTOS","CORDOBA","SAN PELAYO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","6","12/2024","CON MUERTOS","META","GRANADA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2024","CON MUERTOS","META","GRANADA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2018","MOTOCICLETA","8","12/2024","CON HERIDOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2019","CAMIONETA","7","12/2024","CON HERIDOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2014","MOTOCICLETA","12","12/2024","CON MUERTOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2020","MOTOCICLETA","7","12/2024","CON MUERTOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2022","MOTOCICLETA","4","12/2024","CON MUERTOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","1989","AUTOMOVIL","36","12/2024","CON MUERTOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2018","MOTOCICLETA","8","12/2024","CON MUERTOS","CUNDINAMARCA","CAJICA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2022","CAMIONETA","3","12/2024","CON HERIDOS","CUNDINAMARCA","CAQUEZA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2011","AUTOMOVIL","15","12/2024","CON HERIDOS","CORDOBA","SAHAGUN","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2023","MOTOCICLETA","4","12/2024","CON HERIDOS","ANTIOQUIA","GIRALDO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","GIRARDOTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","CESAR","LA PAZ","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON MUERTOS","CESAR","LA PAZ","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2017","MOTOCICLETA","8","12/2024","CON MUERTOS","CESAR","LA PAZ","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2025","AUTOMOVIL","1","12/2024","CON MUERTOS","CESAR","SAN DIEGO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2022","CAMIONETA","3","12/2024","CON MUERTOS","CESAR","SAN DIEGO","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","CUNDINAMARCA","CHIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2012","CAMPERO","14","12/2024","CON HERIDOS","CUNDINAMARCA","CHIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2015","MOTOCICLETA","12","12/2024","CON HERIDOS","CUNDINAMARCA","CHIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2019","MOTOCICLETA","7","12/2024","CON HERIDOS","CUNDINAMARCA","CHIA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2012","MOTOCICLETA","14","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2023","AUTOMOVIL","3","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2006","AUTOMOVIL","20","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"TOYOTA","2017","CAMPERO","9","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2015","CAMPERO","12","12/2024","CON HERIDOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2021","AUTOMOVIL","5","12/2024","CON MUERTOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2017","MOTOCICLETA","9","12/2024","CON MUERTOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2023","MOTOCICLETA","3","12/2024","CON MUERTOS","CUNDINAMARCA","CHOCONTA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2013","TRACTOCAMION","13","12/2024","CON HERIDOS","CUNDINAMARCA","LA MESA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2017","MOTOCICLETA","10","12/2024","CON MUERTOS","CORDOBA","CERETE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2016","MOTOCICLETA","10","12/2024","CON HERIDOS","CUNDINAMARCA","RICAURTE","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2011","AUTOMOVIL","15","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"HONDA","2022","CAMPERO","3","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"HONDA","2022","MOTOCICLETA","5","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"HONDA","2004","MOTOCICLETA","22","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"CHEVROLET","2003","AUTOMOVIL","22","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"HONDA","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","VALLE DEL CAUCA","CARTAGO","STRIA DE TTOyTTE CARTAGO"
"AKT","2023","MOTOCICLETA","3","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2020","MOTOCICLETA","7","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2025","MOTOCICLETA","1","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"AKT","2014","MOTOCICLETA","13","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"BAJAJ","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"FREIGHTLINER","2003","TRACTOCAMION","23","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"TOYOTA","2016","CAMIONETA","9","12/2024","CON HERIDOS","VALLE DEL CAUCA","CANDELARIA","STRIA TTOyTTE MCPAL CANDELARIA"
"AKT","2024","MOTOCICLETA","3","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"FREIGHTLINER","2008","CAMION","17","12/2024","CON HERIDOS","SANTANDER","PIEDECUESTA","STRIA TTOyMOV PIEDECUESTA/SANTANDER"
"YAMAHA","2021","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","EL BAGRE","STRIA TTOyTTE DEL MCPIO DEL BAGRE"
"RENAULT","2024","AUTOMOVIL","2","12/2024","CON HERIDOS","ANTIOQUIA","EL BAGRE","STRIA TTOyTTE DEL MCPIO DEL BAGRE"
"YAMAHA","2021","MOTOCICLETA","6","12/2024","CON HERIDOS","ANTIOQUIA","EL SANTUARIO","STRIA TTOyTTE EL SANTUARIO"
"YAMAHA","2021","MOTOCICLETA","5","12/2024","CON HERIDOS","ANTIOQUIA","EL SANTUARIO","STRIA TTOyTTE EL SANTUARIO"
"YAMAHA","2008","MOTOCICLETA","18","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"QINGQI","2009","MOTOCICLETA","16","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
"BAJAJ","2025","MOTOCICLETA","2","12/2024","CON HERIDOS","ANTIOQUIA","AMALFI","STRIA TTOyTTE MCPAL AMALFI"
